transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_68a01ab9,CUST_87028,373808171680270,2024-10-27 13:16:47.647142+00:00,Entertainment,events,AMC Theaters,34544.65,RUB,Russia,Unknown City,medium,Gold Credit,False,iOS App,mobile,6dd04220896a4c4d038bc5d9d225e58f,105.73.58.223,0,True,13,True,"{'num_transactions': 94, 'total_amount': 3960681.2688903413, 'unique_merchants': 58, 'unique_countries': 10, 'max_single_amount': 527987.6388953597}",False
TX_9942a566,CUST_50856,6563124348848908,2024-10-30 02:43:55.653128+00:00,Grocery,physical,Safeway,252.73,EUR,France,Unknown City,medium,Premium Debit,False,Safari,web,56c864f4f814f4a98077dd5700427c11,150.186.118.217,0,False,2,False,"{'num_transactions': 5, 'total_amount': 1325.6444077098145, 'unique_merchants': 5, 'unique_countries': 4, 'max_single_amount': 390.5434093440081}",False
TX_3b390c2c,CUST_39875,6957750044328839,2024-10-21 22:15:48.644393+00:00,Gas,major,Exxon,2030.61,BRL,Brazil,Unknown City,medium,Premium Debit,False,iOS App,mobile,3758dbc5de3355e372587e19629c0fb3,122.143.22.177,0,False,22,False,"{'num_transactions': 509, 'total_amount': 13794543.181344485, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 5737868.640109282}",False
TX_8ec6bc8c,CUST_90524,5846290351617109,2024-10-25 11:25:10.689742+00:00,Travel,booking,Airbnb,0.71,BRL,Brazil,Unknown City,medium,Platinum Credit,True,Chip Reader,pos,f8252b5daac70564f3891e986562c486,59.251.218.124,1,True,11,False,"{'num_transactions': 117, 'total_amount': 2348246.7974575316, 'unique_merchants': 64, 'unique_countries': 10, 'max_single_amount': 1370411.74815047}",True
TX_ce9bcc13,CUST_65633,6261698036574343,2024-10-10 06:02:45.649288+00:00,Grocery,physical,Safeway,2701.64,BRL,Brazil,Unknown City,medium,Gold Credit,False,Edge,web,2cdadf81393c202440d89c3d6ad97022,85.149.178.29,0,False,6,False,"{'num_transactions': 1102, 'total_amount': 35470524.528693885, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3836380.4303359673}",False
TX_393c220d,CUST_71553,374071995346920,2024-10-12 13:46:09.546953+00:00,Entertainment,gaming,Epic Games,1411.96,USD,USA,Dallas,medium,Platinum Credit,False,Safari,web,812dc1ca1761b0609339632f705a79ae,135.182.109.68,0,True,13,True,"{'num_transactions': 895, 'total_amount': 33264748.386554666, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5945301.476424297}",False
TX_6737a4e7,CUST_19655,376300003914314,2024-10-10 07:23:22.791103+00:00,Gas,local,Local Gas Station,141.81,USD,USA,Los Angeles,large,Basic Debit,False,Chrome,web,475cb659cc2e2fb4a307526a1c455054,220.154.145.132,0,False,7,False,"{'num_transactions': 800, 'total_amount': 21711275.66443414, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1863278.6471640465}",False
TX_1db4acbd,CUST_78237,4084452915932531,2024-10-12 23:46:58.966575+00:00,Gas,local,Highway Gas Stop,558.25,SGD,Singapore,Unknown City,medium,Basic Debit,False,iOS App,mobile,bd68cebca0fd6f6cea798144aaa6c3d2,41.248.134.245,0,False,23,True,"{'num_transactions': 728, 'total_amount': 16783511.022862878, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1712151.6532105033}",False
TX_8de64760,CUST_56595,6422756329720175,2024-10-01 09:24:28.180908+00:00,Entertainment,events,StubHub,194.69,USD,USA,Chicago,large,Basic Debit,False,Safari,web,9c914496f3e02653330c10b9ef43eda8,238.224.118.176,0,True,9,False,"{'num_transactions': 950, 'total_amount': 12305563.65161898, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 813865.3429674633}",False
TX_3d54b1f1,CUST_98225,4897300884136609,2024-10-25 01:04:52.420267+00:00,Entertainment,streaming,Spotify,527.03,BRL,Brazil,Unknown City,medium,Premium Debit,True,NFC Payment,pos,f83a17289aa2410710e57b0a2f7bf478,255.103.161.234,1,True,1,False,"{'num_transactions': 228, 'total_amount': 3266189.094776882, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 554223.0265095638}",True
TX_f4db4377,CUST_34071,4086829276850337,2024-10-23 00:39:34.596596+00:00,Retail,physical,Target,532.88,CAD,Canada,Unknown City,medium,Premium Debit,False,Edge,web,29b3dfb0ae8dcb535d12e0a44e3a52c7,141.47.80.98,0,False,0,False,"{'num_transactions': 258, 'total_amount': 11602810.590509243, 'unique_merchants': 99, 'unique_countries': 11, 'max_single_amount': 1990443.8306588968}",False
TX_619152a1,CUST_15403,376319560322745,2024-10-09 01:42:52.143080+00:00,Restaurant,premium,Morton's,36.34,MXN,Mexico,Unknown City,medium,Gold Credit,False,Safari,web,ece00fce1b98306665f2d80b9603a54d,240.218.5.202,1,False,1,False,"{'num_transactions': 381, 'total_amount': 11098237.576223712, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 2039773.771677929}",True
TX_b4ccb630,CUST_94391,5069268183666411,2024-10-30 23:23:12.537234+00:00,Gas,major,Texaco,1336.88,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Android App,mobile,c8cd6d75b00c1764f4c28cbeb90e8540,145.188.230.147,0,False,23,False,"{'num_transactions': 1, 'total_amount': 2308.2084446040135, 'unique_merchants': 1, 'unique_countries': 1, 'max_single_amount': 1336.8818074255087}",False
TX_5c92f5ed,CUST_84246,5160262200222256,2024-10-01 08:03:43.724685+00:00,Entertainment,streaming,Spotify,650.13,USD,USA,New York,large,Platinum Credit,False,Safari,web,9c1cd474ce690d09485bb04cd1ac9f47,10.93.30.229,0,True,8,False,"{'num_transactions': 131, 'total_amount': 3873534.9026221326, 'unique_merchants': 71, 'unique_countries': 12, 'max_single_amount': 803463.0450955539}",False
TX_f5ab0de7,CUST_39530,4400019439692011,2024-10-09 09:28:53.480923+00:00,Gas,local,Highway Gas Stop,22121.59,JPY,Japan,Unknown City,medium,Basic Debit,False,Edge,web,9a37d78dd579c5bca4882df07d726127,90.251.144.238,0,False,9,False,"{'num_transactions': 731, 'total_amount': 29533862.019443337, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1413700.8060528224}",False
TX_50f281fd,CUST_38032,379654536831727,2024-10-05 17:22:04.963916+00:00,Grocery,physical,Food Lion,21781.6,RUB,Russia,Unknown City,medium,Basic Credit,False,iOS App,mobile,26a552f8488355a69a739a99c8052a10,124.155.158.83,0,False,17,True,"{'num_transactions': 831, 'total_amount': 28859203.965513386, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2501229.6964172698}",False
TX_6764c76e,CUST_55630,6771346275824473,2024-10-19 07:48:44.052612+00:00,Retail,physical,Macy's,20726.11,MXN,Mexico,Unknown City,medium,Platinum Credit,False,iOS App,mobile,d32876238d663ee1befe552284eb39f6,77.204.239.254,0,False,7,True,"{'num_transactions': 400, 'total_amount': 16057616.435860433, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 818505.4211189182}",False
TX_a01500b8,CUST_55735,6591554252163686,2024-10-07 05:46:33.957564+00:00,Grocery,online,Instacart,35411.67,JPY,Japan,Unknown City,medium,Basic Debit,False,Android App,mobile,89d01ba12eaae02a68e7bbf5f2fe8176,19.105.219.213,0,False,5,False,"{'num_transactions': 25, 'total_amount': 569558.8770808899, 'unique_merchants': 22, 'unique_countries': 5, 'max_single_amount': 55815.78593560342}",False
TX_e91d639c,CUST_12828,376941479073646,2024-10-05 18:02:22.581938+00:00,Restaurant,casual,Red Lobster,20.57,BRL,Brazil,Unknown City,medium,Basic Debit,False,Chrome,web,07a6005da110825deb9a903ad124d589,10.207.220.180,1,False,18,True,"{'num_transactions': 330, 'total_amount': 6099117.050653836, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 788941.550925002}",True
TX_9912a34e,CUST_97570,4976085717167053,2024-10-13 10:44:30.171680+00:00,Healthcare,medical,Lab Corp,165270.56,RUB,Russia,Unknown City,medium,Platinum Credit,False,Firefox,web,5455baeb354421b60cfd3f189569de33,21.114.11.131,1,False,10,True,"{'num_transactions': 881, 'total_amount': 31824029.236018848, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1410260.8765066718}",True
TX_f52dfd98,CUST_28304,5760438028692417,2024-10-27 11:14:12.946434+00:00,Entertainment,streaming,Apple Music,101.05,EUR,Germany,Unknown City,medium,Gold Credit,False,iOS App,mobile,57256c3d01405a3ca9fff76136e50b54,203.235.19.190,0,True,11,True,"{'num_transactions': 72, 'total_amount': 797410.1526785548, 'unique_merchants': 52, 'unique_countries': 10, 'max_single_amount': 218445.39099473084}",False
TX_975fdb11,CUST_85780,5062652652269509,2024-10-14 16:27:54.691115+00:00,Retail,online,Newegg,1394.76,EUR,Germany,Unknown City,medium,Platinum Credit,False,Firefox,web,6dad410f86c15e1eba1ffbb937caa6ff,136.72.45.26,0,False,16,False,"{'num_transactions': 1501, 'total_amount': 58077344.978611805, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5715528.102027543}",False
TX_a4f66b02,CUST_21090,5032207988219038,2024-10-07 14:28:53.072119+00:00,Gas,local,Local Gas Station,1007.37,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Chrome,web,13386713a9a524868e99386cd33dc80b,59.186.29.188,0,False,14,False,"{'num_transactions': 510, 'total_amount': 24605881.17016828, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3881808.681144584}",False
TX_746478ed,CUST_13060,6490401290888498,2024-10-09 10:30:36.277709+00:00,Grocery,online,Amazon Fresh,11481.41,MXN,Mexico,Unknown City,medium,Gold Credit,False,Safari,web,034d0f6a57fd49f91612a8099202e769,72.217.7.249,0,False,10,False,"{'num_transactions': 146, 'total_amount': 8126801.922291903, 'unique_merchants': 75, 'unique_countries': 10, 'max_single_amount': 1854974.1793517417}",False
TX_68114587,CUST_49164,374180509394480,2024-10-09 23:42:53.764271+00:00,Retail,physical,IKEA,380.5,USD,USA,Phoenix,medium,Basic Debit,False,Edge,web,8930f6b7bc70e1bb43b9a44d76d15040,23.132.44.5,1,False,23,False,"{'num_transactions': 232, 'total_amount': 3715566.165007781, 'unique_merchants': 90, 'unique_countries': 12, 'max_single_amount': 799035.7886626931}",False
TX_b15e95d8,CUST_92722,5155142549520569,2024-10-19 08:40:38.831682+00:00,Grocery,online,Amazon Fresh,619.52,EUR,Germany,Unknown City,medium,Platinum Credit,False,iOS App,mobile,1dacffcdff5a2550c2233d76fc94a754,254.85.205.142,1,False,8,True,"{'num_transactions': 74, 'total_amount': 1198528.570451256, 'unique_merchants': 51, 'unique_countries': 12, 'max_single_amount': 357684.6255425263}",False
TX_bc35aa64,CUST_57730,4911646513186361,2024-10-03 22:37:50.375563+00:00,Healthcare,medical,Medical Center,1214.24,BRL,Brazil,Unknown City,medium,Basic Debit,False,Chrome,web,21ad58b0af966f14a76b5af4ec5490e9,236.136.35.26,0,False,22,False,"{'num_transactions': 766, 'total_amount': 22790154.717184603, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3115553.084088681}",False
TX_f0713cf5,CUST_77369,6765063959626706,2024-10-18 07:20:55.084040+00:00,Travel,hotels,Westin,802.45,USD,USA,Dallas,medium,Basic Credit,False,Android App,mobile,39624e08360c546b38b3149f812d952f,254.52.24.237,1,True,7,False,"{'num_transactions': 437, 'total_amount': 6657894.951875796, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1792421.6827213408}",False
TX_621be007,CUST_76325,6630156929593635,2024-10-03 02:10:59.016449+00:00,Education,online,edX,12.65,BRL,Brazil,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,d65dcb7ed8820703d3bce4d16d7e8d4a,120.39.12.100,1,False,2,False,"{'num_transactions': 1790, 'total_amount': 68453606.47050084, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4807427.220480493}",True
TX_9892ceda,CUST_41790,4253691952168849,2024-10-06 16:48:24.909702+00:00,Grocery,online,FreshDirect,42230.99,NGN,Nigeria,Unknown City,medium,Basic Debit,False,iOS App,mobile,44716c4906ae403c9ecdc721f17a9514,98.149.140.215,0,False,16,True,"{'num_transactions': 629, 'total_amount': 70161981.29646115, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1148391.3725549905}",False
TX_86982fb7,CUST_65224,5932522732895409,2024-10-28 06:05:09.390853+00:00,Entertainment,gaming,Steam,133.72,GBP,UK,Unknown City,medium,Basic Credit,False,Edge,web,0fa123dca87a0be87f2e99a61a36cfb8,61.188.74.165,0,True,6,False,"{'num_transactions': 104, 'total_amount': 2261837.546895851, 'unique_merchants': 69, 'unique_countries': 12, 'max_single_amount': 937585.3168863838}",False
TX_7fe66bce,CUST_91721,4289872432480222,2024-10-16 11:39:44.551526+00:00,Education,online,Skillshare,394.18,EUR,Germany,Unknown City,medium,Basic Debit,False,iOS App,mobile,26d4fd695bf242c60ba5376187beaa05,38.73.205.168,0,False,11,False,"{'num_transactions': 183, 'total_amount': 2663952.3456871724, 'unique_merchants': 88, 'unique_countries': 10, 'max_single_amount': 735352.6559002711}",False
TX_8368f05a,CUST_52623,6266481248933671,2024-10-27 02:45:21.306527+00:00,Gas,major,BP,170109.81,RUB,Russia,Unknown City,medium,Gold Credit,False,Edge,web,347372f2074891e1ae69d9e4497a8a1c,79.19.114.0,1,False,2,True,"{'num_transactions': 35, 'total_amount': 339153.0060707462, 'unique_merchants': 30, 'unique_countries': 5, 'max_single_amount': 170109.81483008736}",True
TX_b1f8d4f5,CUST_21362,378082438136527,2024-10-10 09:55:41.900018+00:00,Gas,major,Mobil,1397.95,CAD,Canada,Unknown City,medium,Platinum Credit,False,Firefox,web,30d9029c7fd056ffb7c77cdc22a00d16,224.143.173.92,0,False,9,False,"{'num_transactions': 1315, 'total_amount': 35350206.748605795, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3941090.9727762504}",False
TX_b6eee246,CUST_91969,5357693155465750,2024-10-12 17:54:29.758876+00:00,Entertainment,gaming,PlayStation Store,246.62,CAD,Canada,Unknown City,medium,Premium Debit,False,Android App,mobile,5f0ef14dba6255f77620b4db17158863,43.1.115.236,0,True,17,True,"{'num_transactions': 306, 'total_amount': 7295771.771694132, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 994659.9755562206}",False
TX_0b6771ad,CUST_64925,372080211082773,2024-10-05 12:30:10.564433+00:00,Gas,local,Highway Gas Stop,159188.78,RUB,Russia,Unknown City,medium,Basic Debit,False,Firefox,web,f9c37e3ca809b60f81ff642e2cd3b9cb,198.114.16.29,1,False,12,True,"{'num_transactions': 618, 'total_amount': 14388381.327724019, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1013624.4962717658}",True
TX_7a300fa3,CUST_50181,6902326923774199,2024-10-26 07:35:02.604248+00:00,Travel,airlines,Southwest,592334.26,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Safari,web,6a6024ab2bb65dfd381502e72a8290c5,69.116.174.139,0,True,7,True,"{'num_transactions': 224, 'total_amount': 29264406.07386284, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 1930812.1486094107}",False
TX_e039f1d6,CUST_86891,5365841450897009,2024-10-27 01:41:47.798532+00:00,Travel,booking,Expedia,974063.41,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Safari,web,1c83a0af213fbdfe57610fb3234d1baf,64.129.117.205,0,True,1,True,"{'num_transactions': 98, 'total_amount': 17420134.31115131, 'unique_merchants': 62, 'unique_countries': 11, 'max_single_amount': 2778056.872663458}",False
TX_761fce9e,CUST_29494,6552227662039963,2024-10-24 17:13:21.179640+00:00,Entertainment,events,AMC Theaters,128.97,SGD,Singapore,Unknown City,medium,Basic Debit,False,iOS App,mobile,34d39ee2e197de1643da25bb99781e2a,45.115.194.7,0,True,17,False,"{'num_transactions': 22, 'total_amount': 339628.5394486636, 'unique_merchants': 20, 'unique_countries': 5, 'max_single_amount': 173746.97919008305}",False
TX_a480de1b,CUST_31970,4510103925226893,2024-10-19 01:56:45.583826+00:00,Travel,airlines,Delta,3884290.05,NGN,Nigeria,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,e05ada5cfb652fec8f14335270bf3785,178.242.19.80,1,True,1,True,"{'num_transactions': 526, 'total_amount': 28335372.963163145, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 4116345.354142795}",True
TX_3fab5bd5,CUST_11613,378535849006092,2024-10-05 16:59:22.651385+00:00,Retail,online,Wayfair,787.93,EUR,France,Unknown City,medium,Basic Credit,False,Safari,web,73f12807a3e7623721eb7a3335df03f3,190.51.235.198,0,False,16,True,"{'num_transactions': 825, 'total_amount': 23540041.9942318, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3664293.8860089965}",False
TX_a07d23cb,CUST_54288,5039330348419917,2024-10-26 19:06:39.069639+00:00,Gas,local,Highway Gas Stop,232.86,RUB,Russia,Unknown City,medium,Basic Credit,False,Edge,web,2d00c265ac0a423bbf23c598b267cae5,129.238.166.222,1,False,19,True,"{'num_transactions': 192, 'total_amount': 4007353.932897562, 'unique_merchants': 75, 'unique_countries': 12, 'max_single_amount': 840651.834393818}",True
TX_eb19ea2d,CUST_74631,6632073957527161,2024-10-11 15:05:14.410356+00:00,Entertainment,events,LiveNation,34044.42,JPY,Japan,Unknown City,medium,Gold Credit,False,Android App,mobile,51e4519eb1cea1e6d0b815699c73459e,136.181.134.56,1,True,15,False,"{'num_transactions': 254, 'total_amount': 5650853.551188541, 'unique_merchants': 90, 'unique_countries': 12, 'max_single_amount': 776971.6163838103}",False
TX_711dd3ed,CUST_13111,5317400270341133,2024-10-03 10:11:59.950575+00:00,Education,online,Udemy,722.57,GBP,UK,Unknown City,medium,Platinum Credit,False,Safari,web,f3f0db2538d0694378fb938df44f0b7c,177.31.125.209,0,False,10,False,"{'num_transactions': 874, 'total_amount': 24101361.124550633, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5051680.870265178}",False
TX_9642cd65,CUST_59129,6366689212695279,2024-10-16 04:28:40.316008+00:00,Entertainment,gaming,Nintendo eShop,2.45,GBP,UK,Unknown City,medium,Premium Debit,False,Firefox,web,95a509744333fe19819409ac83344626,180.117.29.69,1,True,4,False,"{'num_transactions': 450, 'total_amount': 14905796.982830415, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1652582.1955774333}",True
TX_8edf434a,CUST_75955,4162221242514469,2024-10-08 18:36:52.741398+00:00,Entertainment,gaming,PlayStation Store,201.45,USD,USA,Phoenix,medium,Basic Credit,False,iOS App,mobile,7354b98fa45d7ee19a86cecbf6dcd444,232.63.204.78,0,True,18,False,"{'num_transactions': 957, 'total_amount': 31686114.28962575, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4587549.066348546}",False
TX_b20b22ff,CUST_93685,6821791206447888,2024-10-21 04:46:45.357092+00:00,Restaurant,premium,Nobu,15210.36,MXN,Mexico,Unknown City,medium,Premium Debit,False,Chrome,web,57fb6f0051fcdba8a81aee0146016af2,132.235.122.145,1,False,4,False,"{'num_transactions': 384, 'total_amount': 12864974.859525071, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 3959193.9061510153}",True
TX_8ed3b960,CUST_44080,5512920562002161,2024-10-25 15:26:30.754130+00:00,Healthcare,pharmacy,Rite Aid,79028.27,RUB,Russia,Unknown City,medium,Platinum Credit,False,Chrome,web,bdf6818d8d11a8ffb29f8fc065240ed2,194.223.101.33,0,False,15,False,"{'num_transactions': 0, 'total_amount': 79028.27153159777, 'unique_merchants': 0, 'unique_countries': 0, 'max_single_amount': 79028.27153159777}",False
TX_060e86cb,CUST_14786,4501759466215230,2024-10-11 15:27:31.324248+00:00,Grocery,physical,Safeway,2232.6,BRL,Brazil,Unknown City,medium,Gold Credit,True,NFC Payment,pos,1d974245486922403ead6b1108d52bde,238.231.245.112,1,False,15,False,"{'num_transactions': 455, 'total_amount': 19345490.656867, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 5544467.375671421}",True
TX_0e5605fe,CUST_84275,379838974244606,2024-10-15 10:53:09.805044+00:00,Retail,physical,Walmart,19.45,BRL,Brazil,Unknown City,medium,Premium Debit,False,Edge,web,eff2c614739a141560107ffed7cd5269,80.56.108.131,1,False,10,False,"{'num_transactions': 214, 'total_amount': 10857743.324109657, 'unique_merchants': 88, 'unique_countries': 12, 'max_single_amount': 1230384.135537035}",True
TX_773d0e95,CUST_48046,371888847249629,2024-10-08 10:59:39.080026+00:00,Restaurant,premium,Morton's,1572.28,USD,USA,San Diego,medium,Platinum Credit,False,Firefox,web,10607f4eea10fa233326159d7e21547e,212.11.143.87,0,False,10,False,"{'num_transactions': 86, 'total_amount': 2094124.2959490058, 'unique_merchants': 53, 'unique_countries': 12, 'max_single_amount': 925757.2199624002}",False
TX_860f151d,CUST_62444,378478308628314,2024-10-10 00:01:17.533897+00:00,Restaurant,premium,Morton's,767.45,USD,USA,New York,large,Platinum Credit,False,Edge,web,abad4b35e4927738724707c22a769123,198.222.209.72,1,False,0,False,"{'num_transactions': 148, 'total_amount': 18729309.196703315, 'unique_merchants': 71, 'unique_countries': 9, 'max_single_amount': 2047257.3428198826}",False
TX_a138a23d,CUST_23036,5985515673244377,2024-10-07 19:17:06.979893+00:00,Entertainment,gaming,Epic Games,86306.32,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Safari,web,ae51e822522f78ed267657ce09c0e277,220.216.188.81,0,True,19,False,"{'num_transactions': 531, 'total_amount': 82218179.04993404, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 3282766.832011906}",False
TX_7176cedb,CUST_15357,6461302527595994,2024-10-18 09:01:46.783376+00:00,Grocery,online,FreshDirect,567.21,AUD,Australia,Unknown City,medium,Gold Credit,False,Chrome,web,14491e935480f1c1ad03a7e5833bc820,45.112.204.218,1,False,9,False,"{'num_transactions': 292, 'total_amount': 16487134.21932252, 'unique_merchants': 92, 'unique_countries': 12, 'max_single_amount': 905834.9426924732}",False
TX_7fcd7f1b,CUST_79449,374569237418290,2024-10-18 17:28:27.488873+00:00,Retail,online,Amazon,81589.93,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Firefox,web,8b30ce3dfc08f9d410ed0a0027015e6d,34.179.50.216,0,False,17,False,"{'num_transactions': 245, 'total_amount': 18689678.10093159, 'unique_merchants': 88, 'unique_countries': 12, 'max_single_amount': 1589683.855493435}",False
TX_d3eb5f18,CUST_57816,5689592385663011,2024-10-18 15:50:59.599784+00:00,Restaurant,premium,Nobu,393.62,EUR,Germany,Unknown City,medium,Gold Credit,False,iOS App,mobile,fe3fc137b61ef77f2fded17fcedc14aa,107.18.32.34,0,False,15,False,"{'num_transactions': 900, 'total_amount': 78007972.9175008, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1543961.842347881}",False
TX_db249a90,CUST_79406,6755563348485054,2024-10-16 19:32:30.755243+00:00,Entertainment,gaming,Nintendo eShop,474.97,EUR,Germany,Unknown City,medium,Platinum Credit,False,Chrome,web,eb915a0400df88683a3dcf4acbcf9039,95.29.6.168,0,True,19,False,"{'num_transactions': 203, 'total_amount': 8092201.762608546, 'unique_merchants': 85, 'unique_countries': 12, 'max_single_amount': 973954.4691740164}",False
TX_3840ccd5,CUST_68535,5852957781580849,2024-10-29 12:34:47.605405+00:00,Grocery,physical,Whole Foods,370.2,USD,USA,Philadelphia,medium,Gold Credit,False,Chrome,web,445e85e661422fb98e27e11f456f1f40,111.3.66.224,0,False,12,False,"{'num_transactions': 57, 'total_amount': 4693167.618923631, 'unique_merchants': 42, 'unique_countries': 10, 'max_single_amount': 2629016.858279535}",False
TX_c64f24d8,CUST_10777,6078140824855181,2024-10-17 17:22:21.414599+00:00,Gas,major,Exxon,9742.3,MXN,Mexico,Unknown City,medium,Basic Credit,False,Safari,web,dd8f73979b62d880e9bced5b18fa7b32,161.234.225.159,0,False,17,False,"{'num_transactions': 58, 'total_amount': 2229073.2893838747, 'unique_merchants': 44, 'unique_countries': 11, 'max_single_amount': 832190.6893113557}",False
TX_e3f8ad91,CUST_18767,6152063598076009,2024-10-11 04:06:20.053475+00:00,Grocery,physical,Publix,418.21,BRL,Brazil,Unknown City,medium,Basic Debit,False,Edge,web,1592b83c1670546be05210b4bcdd88f7,222.30.126.60,1,False,4,False,"{'num_transactions': 341, 'total_amount': 12604072.283226943, 'unique_merchants': 92, 'unique_countries': 12, 'max_single_amount': 975443.9483869993}",False
TX_58080ee6,CUST_42997,378252570635806,2024-10-12 08:17:36.567507+00:00,Education,supplies,University Bookstore,280.48,GBP,UK,Unknown City,medium,Premium Debit,False,Android App,mobile,ef1d1258d83ac75f53d072a7e6649385,245.54.54.88,1,False,8,True,"{'num_transactions': 388, 'total_amount': 63478350.69899503, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 3695637.4570262306}",False
TX_ad956c11,CUST_84275,379838974244606,2024-10-18 21:01:14.806431+00:00,Restaurant,premium,Capital Grille,30914.55,JPY,Japan,Unknown City,medium,Premium Debit,False,Android App,mobile,e41fbcf5d8cb7203748029386cde1464,240.187.15.168,0,False,21,False,"{'num_transactions': 173, 'total_amount': 8132940.143492479, 'unique_merchants': 81, 'unique_countries': 11, 'max_single_amount': 669788.8267980617}",False
TX_4a1a0874,CUST_16418,4144735448172817,2024-10-03 00:50:45.296907+00:00,Restaurant,fast_food,Wendy's,9868.34,RUB,Russia,Unknown City,medium,Gold Credit,False,Firefox,web,5a6bd23f875330c59dc013cad232fd8c,224.152.210.95,1,False,0,False,"{'num_transactions': 1313, 'total_amount': 44390102.85073075, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3496383.2506818315}",True
TX_04b76492,CUST_80169,4241049722003801,2024-10-10 14:08:00.852154+00:00,Entertainment,streaming,HBO Max,47906.01,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Android App,mobile,6425a466491718928c781c0c448f12be,15.8.219.180,0,True,14,False,"{'num_transactions': 782, 'total_amount': 79526586.24783242, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2209271.944717944}",False
TX_4543507e,CUST_88573,6035422355821457,2024-10-01 11:22:54.290481+00:00,Restaurant,premium,Nobu,7750.93,MXN,Mexico,Unknown City,medium,Basic Credit,False,Edge,web,d7dee329178751cdc94f7d695943c200,168.93.74.75,1,False,11,False,"{'num_transactions': 778, 'total_amount': 18725671.938999716, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1118925.283268483}",False
TX_be748c86,CUST_11636,6205406716736250,2024-10-14 15:47:26.115410+00:00,Travel,hotels,Hyatt,104342.44,JPY,Japan,Unknown City,medium,Platinum Credit,False,Chrome,web,1c41b36b075d020aa45064d8ddbe56c0,218.56.83.170,0,True,15,False,"{'num_transactions': 669, 'total_amount': 62519184.56957405, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3776053.3727953974}",False
TX_978fb1c7,CUST_15928,4898279623337331,2024-10-10 18:39:25.286934+00:00,Education,supplies,Chegg,428.32,EUR,France,Unknown City,medium,Gold Credit,False,Edge,web,85f214d5c53326620f3753082d616417,48.60.156.7,0,False,18,False,"{'num_transactions': 397, 'total_amount': 13808461.113717625, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1254134.7096046524}",False
